time_index,filename,spread_p99_p01,tail_amplification,void_fraction_vs_t0000_p05,dense_fraction_vs_t0000_p95,log_density_entropy,gini_density,high_density_component_count,high_density_largest_component_size,high_density_mean_component_size
51,0051.dat,2.2813471031189,1.14451032857566,0.105578422546387,0.0464591979980469,5.31719361517148,0.0275545333066292,153,13532,137.071895424837
52,0052.dat,2.28482468605042,1.14478451501054,0.1067214012146,0.0464162826538086,5.3193398887323,0.0275965359357904,151,13994,138.887417218543
53,0053.dat,2.28784923553467,1.14503418330907,0.107865810394287,0.0463495254516602,5.31484657956147,0.0276377593084047,152,13999,137.973684210526
54,0054.dat,2.29129726409912,1.1453045971295,0.108989238739014,0.046290397644043,5.31696606748184,0.0276792423137064,152,13984,137.973684210526
55,0055.dat,2.29390018463135,1.14549256158939,0.11018705368042,0.046231746673584,5.31260381470411,0.0277217419026066,150,14009,139.813333333333
56,0056.dat,2.29689489364624,1.14572774467571,0.111384391784668,0.0461459159851074,5.31474833106568,0.0277643060022932,150,14005,139.813333333333
57,0057.dat,2.29965658187866,1.14593502125149,0.11255931854248,0.0460762977600098,5.31033947686764,0.027806595901342,149,14022,140.751677852349
58,0058.dat,2.30269061088562,1.14616900688834,0.113725185394287,0.0459895133972168,5.3059664346676,0.0278482678671979,146,14040,143.643835616438
59,0059.dat,2.30525257110596,1.14636748252559,0.114914894104004,0.0459318161010742,5.30808157387548,0.027890227595474,146,14036,143.643835616438
60,0060.dat,2.30820637702942,1.14658258749954,0.116080760955811,0.0458722114562988,5.30369689435004,0.02793198929255,146,14038,143.643835616438
61,0061.dat,2.3119610786438,1.14687105723569,0.117244720458984,0.0458264350891113,5.30587378547064,0.0279743939081227,145,14039,144.634482758621
62,0062.dat,2.31454548835754,1.14705679921194,0.118457794189453,0.0457463264465332,5.30794771178599,0.0280156397034244,144,14038,145.638888888889
63,0063.dat,2.31711031913757,1.14724773342403,0.119617462158203,0.0456643104553223,5.29720216332857,0.0280568257828717,148,14016,141.702702702703
64,0064.dat,2.3205292224884,1.14751369171101,0.120704174041748,0.0456290245056152,5.29933214144916,0.0280981523029007,146,13998,143.643835616438
65,0065.dat,2.32287817955017,1.14766980321098,0.121862411499023,0.0455451011657715,5.29495072182552,0.0281390696386528,146,13990,143.643835616438
66,0066.dat,2.32554613113403,1.1478579859286,0.123045921325684,0.0454864501953125,5.30989703117887,0.0281803084806336,146,13973,143.643835616438
67,0067.dat,2.32797998428345,1.14803862643166,0.124222755432129,0.0454068183898926,5.31838397368822,0.0282206807591279,147,13967,142.666666666667
68,0068.dat,2.33042179107666,1.14822767274319,0.125389575958252,0.0453243255615234,5.3204140185908,0.0282609506814546,147,13952,142.666666666667
69,0069.dat,2.33312305450439,1.14843696302227,0.126565933227539,0.045257568359375,5.3288788931985,0.0283015146103498,148,13952,141.702702702703
70,0070.dat,2.33578223228454,1.14864714459008,0.127731800079346,0.0451955795288086,5.33738793796108,0.0283416826130891,149,13945,140.751677852349
71,0071.dat,2.33821636199951,1.14883493643049,0.128925323486328,0.045170783996582,5.33934288056464,0.0283813622916733,150,13941,139.813333333333
72,0072.dat,2.34071718215943,1.14901590339987,0.130107402801514,0.0451035499572754,5.34133669375948,0.0284215996785209,147,13938,142.666666666667
73,0073.dat,2.34296832084656,1.14917612739381,0.131328582763672,0.0450434684753418,5.34337243948122,0.0284621679011883,147,13926,142.666666666667
74,0074.dat,2.34537284851074,1.14935247174698,0.132527351379395,0.0449905395507812,5.3453940763794,0.0285024823252005,146,13917,143.643835616438
75,0075.dat,2.34789940834045,1.14954356841019,0.133725166320801,0.0449409484863281,5.34739344103325,0.0285425104975132,145,13894,144.634482758621
76,0076.dat,2.35038695335388,1.14974077853785,0.134909629821777,0.044867992401123,5.34937718297615,0.0285823157944876,145,13897,144.634482758621
77,0077.dat,2.35329350471497,1.14998018100208,0.13615894317627,0.0448184013366699,5.35137071754409,0.0286218921529355,143,13917,146.657342657343
78,0078.dat,2.35549851417541,1.1501214694536,0.13744068145752,0.044745922088623,5.35992418337471,0.0286623388364282,146,13912,143.643835616438
79,0079.dat,2.35811414718628,1.15030251956876,0.138654708862305,0.0446987152099609,5.34881282246688,0.028701943838672,146,13919,143.643835616438
80,0080.dat,2.36068753242493,1.15048189316309,0.139878749847412,0.0446352958679199,5.35726775315925,0.0287412202509243,147,13923,142.666666666667
81,0081.dat,2.36394351005554,1.15072792616962,0.141119480133057,0.0445718765258789,5.36574372218045,0.0287809468113323,146,13916,143.643835616438
82,0082.dat,2.36677969932556,1.15094267394679,0.142280101776123,0.0444989204406738,5.36112382126358,0.0288200417000701,146,13920,143.643835616438
83,0083.dat,2.37012324333191,1.15121782847224,0.143523216247559,0.0444378852844238,5.36301108349519,0.0288593275155256,145,13957,144.634482758621
84,0084.dat,2.37306130409241,1.15145191146257,0.14477014541626,0.0444064140319824,5.35851815851789,0.0288986183374329,145,13952,144.634482758621
85,0085.dat,2.37638633728027,1.15171333615009,0.145983695983887,0.0443515777587891,5.36045490148429,0.028938400043353,145,13943,144.634482758621
86,0086.dat,2.37926944732666,1.15193528898913,0.147239208221436,0.0442428588867188,5.35591539106967,0.0289771884009724,144,13952,145.638888888889
87,0087.dat,2.38231593132019,1.15216652353271,0.148357391357422,0.0441818237304688,5.35130964744322,0.0290154475416518,144,13935,145.638888888889
88,0088.dat,2.38472742080688,1.15233644735912,0.149587154388428,0.044121265411377,5.34680018547636,0.029053997384201,144,13931,145.638888888889
89,0089.dat,2.38780874252319,1.15258801153746,0.150825023651123,0.044100284576416,5.34870734018367,0.0290933660546009,144,13918,145.638888888889
90,0090.dat,2.39040250778198,1.15279852020939,0.152070999145508,0.0440163612365723,5.3505948939695,0.0291324532788517,143,13927,146.657342657343
91,0091.dat,2.3933694267273,1.1530384165299,0.153335571289062,0.0439677238464355,5.35249677121249,0.0291712971774325,141,13928,148.737588652482
92,0092.dat,2.39668473243713,1.15333057939693,0.154558658599854,0.0439033508300781,5.35439145004086,0.0292098483791201,140,13939,149.8
93,0093.dat,2.39994234085083,1.15357713487502,0.155802249908447,0.0438222885131836,5.36260282018428,0.0292476008261682,139,13937,150.877697841727
94,0094.dat,2.40221673965454,1.15374485651505,0.157008647918701,0.0437779426574707,5.36439256990855,0.0292847155185718,140,13938,149.8
95,0095.dat,2.40477447509766,1.15394281674306,0.158243656158447,0.0437064170837402,5.35342598526694,0.0293224637389882,139,13939,150.877697841727
96,0096.dat,2.40761612892151,1.1541680451357,0.159462451934814,0.0436649322509766,5.35525675230248,0.0293596927559463,138,13940,151.978260869565
97,0097.dat,2.409515209198,1.15429077073293,0.160598754882812,0.0435905456542969,5.3506483443138,0.0293958809584642,136,13932,154.205882352941
98,0098.dat,2.41212728500366,1.15449932789619,0.161703109741211,0.0435376167297363,5.35238622471227,0.0294319762972184,135,13917,155.348148148148
99,0099.dat,2.41432495117187,1.1546795190176,0.162914276123047,0.0434908866882324,5.35417064518605,0.0294689946450164,136,13906,154.205882352941
