time_index,filename,void_fraction,sheet_fraction,filament_fraction,node_fraction
76,0076.dat,0.573188781738281,0.398460388183594,0.02813720703125,0.000213623046875
77,0077.dat,0.573184967041016,0.398548126220703,0.0280494689941406,0.000217437744140625
78,0078.dat,0.573074340820312,0.398662567138672,0.0280532836914062,0.000209808349609375
79,0079.dat,0.573204040527344,0.398601531982422,0.0279884338378906,0.00020599365234375
80,0080.dat,0.573387145996094,0.398391723632812,0.0280189514160156,0.000202178955078125
81,0081.dat,0.573383331298828,0.39837646484375,0.0280380249023438,0.000202178955078125
82,0082.dat,0.573471069335938,0.398296356201172,0.0280265808105469,0.00020599365234375
83,0083.dat,0.573532104492188,0.398288726806641,0.0279769897460938,0.000202178955078125
84,0084.dat,0.573444366455078,0.398384094238281,0.0279693603515625,0.000202178955078125
85,0085.dat,0.573322296142578,0.398609161376953,0.0278663635253906,0.000202178955078125
86,0086.dat,0.573360443115234,0.398555755615234,0.0278778076171875,0.00020599365234375
87,0087.dat,0.573444366455078,0.398406982421875,0.0279541015625,0.000194549560546875
88,0088.dat,0.573451995849609,0.398445129394531,0.0279121398925781,0.00019073486328125
89,0089.dat,0.573387145996094,0.398658752441406,0.0277671813964844,0.000186920166015625
90,0090.dat,0.573505401611328,0.398574829101562,0.027740478515625,0.000179290771484375
91,0091.dat,0.573535919189453,0.3985595703125,0.0277366638183594,0.0001678466796875
92,0092.dat,0.573509216308594,0.398601531982422,0.0277214050292969,0.0001678466796875
93,0093.dat,0.573631286621094,0.398502349853516,0.0277023315429688,0.000164031982421875
94,0094.dat,0.573734283447266,0.398391723632812,0.0277023315429688,0.000171661376953125
95,0095.dat,0.573822021484375,0.398296356201172,0.0277061462402344,0.00017547607421875
96,0096.dat,0.573898315429688,0.398223876953125,0.0277099609375,0.0001678466796875
97,0097.dat,0.57403564453125,0.398097991943359,0.0277023315429688,0.000164031982421875
98,0098.dat,0.573997497558594,0.398166656494141,0.0276756286621094,0.00016021728515625
99,0099.dat,0.574047088623047,0.398151397705078,0.0276374816894531,0.000164031982421875
