time_step,mean_density,std_density,max_density,P05,P50,P95,P99,P99_over_mean,P99_minus_P01
0,9.4853811586097,0.431775245815834,13.8433084487915,8.84880881309509,9.45035743713379,10.2454437732697,10.7254946994781,1.1307394526516,2.09785874366755
30,9.42852738154284,0.45593015833354,13.9754104614258,8.75768628120422,9.38994455337524,10.2314668655396,10.7423072052002,1.13934093528001,2.21386713981629
60,9.37942899852578,0.475610775542476,14.4687366485596,8.68092589378357,9.33828544616699,10.2171935081482,10.7542899703979,1.14658258749954,2.30820637702937
99,9.31869780633133,0.498307242168151,14.4494218826294,8.58781824111938,9.2745418548584,10.1978096485138,10.760109500885,1.1546795190176,2.41432495117187
